key,uuid,kind,indicator_label,code,unit,module,scenario,value,value_per_declared_unit
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,A1-A3,,109.733289977996,109.733289977996
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,A4,,27.3891728455188,27.3891728455188
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,A5,,0.00806468735675842,0.00806468735675842
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,C1,,0.669455558123055,0.669455558123055
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,C2,S0,23.46972823095,23.46972823095
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,C2,S1,23.46972823095,23.46972823095
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,C3,S0,-56.8752197766756,-56.8752197766756
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,C3,S1,-64.5624,-64.5624
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,C4,S1,38.8406710072109,38.8406710072109
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,D,S0,-1.31414669346715,-1.31414669346715
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non renewable primary energy as material utilization (PENRM),PENRM,MJ,D,S1,-1.31414669346715,-1.31414669346715
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,A1-A3,,704.685053093582,704.685053093582
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,A4,,321.077054667528,321.077054667528
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,A5,,0.19525463867433,0.19525463867433
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,C1,,7.59860954337409,7.59860954337409
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,C2,S0,275.130295344925,275.130295344925
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,C2,S1,275.130295344925,275.130295344925
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,C3,S0,84.5797511015863,84.5797511015863
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,C3,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,C4,S1,446.459169057863,446.459169057863
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,D,S0,-45.8591323155318,-45.8591323155318
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Total use of non renewable primary energy resources (PENRT),PENRT,MJ,D,S1,-45.8591323155318,-45.8591323155318
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,A1-A3,,1801.34908230557,1801.34908230557
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,A4,,0.181625452671733,0.181625452671733
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,A5,,0.000716945371263891,0.000716945371263891
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,C1,,0.00591844248852011,0.00591844248852011
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,C2,S0,0.155634492435073,0.155634492435073
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,C2,S1,0.155634492435073,0.155634492435073
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,C3,S0,0.0377048908537192,0.0377048908537192
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,C3,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,C4,S1,0.182679828916378,0.182679828916378
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,D,S0,-0.164753068876823,-0.164753068876823
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of secondary material (SM),SM,kg,D,S1,-0.164753068876823,-0.164753068876823
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,A1-A3,,0.105263154431892,0.105263154431892
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,A4,,0.0380270822338354,0.0380270822338354
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,A5,,8.72376454121337e-05,8.72376454121337e-05
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,C1,,0.000577988284783359,0.000577988284783359
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,C2,S0,0.0325853318199102,0.0325853318199102
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,C2,S1,0.0325853318199102,0.0325853318199102
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,C3,S0,0.00257806197243454,0.00257806197243454
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,C3,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,C4,S1,0.0601197545997855,0.0601197545997855
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,D,S0,-0.3649383136343,-0.3649383136343
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of renewable secondary fuels (RSF),RSF,MJ,D,S1,-0.3649383136343,-0.3649383136343
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,A1-A3,,0.451007365242245,0.451007365242245
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,A4,,0.126633376983342,0.126633376983342
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,A5,,0.000307331746720414,0.000307331746720414
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,C1,,0.00214314703737513,0.00214314703737513
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,C2,S0,0.108511891159677,0.108511891159677
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,C2,S1,0.108511891159677,0.108511891159677
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,C3,S0,0.0131605283791257,0.0131605283791257
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,C3,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,C4,S1,0.135768999560003,0.135768999560003
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,D,S0,-0.321979700958902,-0.321979700958902
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,D,S1,-0.321979700958902,-0.321979700958902
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,A1-A3,,0.114503723883835,0.114503723883835
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,A4,,0.0429366762264145,0.0429366762264145
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,A5,,0.000776228089655634,0.000776228089655634
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,C1,,0.000422094504017589,0.000422094504017589
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,C2,S0,0.0367923532360201,0.0367923532360201
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,C2,S1,0.0367923532360201,0.0367923532360201
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,C3,S0,0.00452978401039549,0.00452978401039549
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,C3,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,C4,S1,0.322363914480227,0.322363914480227
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,D,S0,-0.0127386339172606,-0.0127386339172606
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Use of net fresh water (FW),FW,m^3,D,S1,-0.0127386339172606,-0.0127386339172606
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,A1-A3,,0.615968153668388,0.615968153668388
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,A4,,0.301598098930128,0.301598098930128
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,A5,,0.0193705321418128,0.0193705321418128
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,C1,,0.0100549264003981,0.0100549264003981
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,C2,S0,0.258438816563942,0.258438816563942
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,C2,S1,0.258438816563942,0.258438816563942
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,C3,S0,0.0703288505860229,0.0703288505860229
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,C3,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,C4,S1,0.307809225986574,0.307809225986574
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,D,S0,-0.0290758941314843,-0.0290758941314843
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Hazardous waste disposed (HWD),HWD,kg,D,S1,-0.0290758941314843,-0.0290758941314843
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,A1-A3,,91.5249109735042,91.5249109735042
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,A4,,27.7027363826414,27.7027363826414
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,A5,,0.0312342451697505,0.0312342451697505
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,C1,,0.00616847149447342,0.00616847149447342
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,C2,S0,23.7384202079187,23.7384202079187
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,C2,S1,23.7384202079187,23.7384202079187
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,C3,S0,0.0521179850283224,0.0521179850283224
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,C3,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,C4,S1,3607.15985686958,3607.15985686958
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,D,S0,-0.134696573241903,-0.134696573241903
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Non hazardous waste disposed (NHWD),NHWD,kg,D,S1,-0.134696573241903,-0.134696573241903
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,A1-A3,,0.000277940485917954,0.000277940485917954
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,A4,,9.73274511763958e-05,9.73274511763958e-05
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,A5,,1.97013305976824e-07,1.97013305976824e-07
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,C1,,1.49558796304532e-06,1.49558796304532e-06
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,C2,S0,8.339970109374e-05,8.339970109374e-05
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,C2,S1,8.339970109374e-05,8.339970109374e-05
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,C3,S0,9.2045726033858e-06,9.2045726033858e-06
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,C3,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,C4,S1,0.000113092845585026,0.000113092845585026
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,D,S0,-0.000109668701178895,-0.000109668701178895
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Radioactive waste disposed (RWD),RWD,kg,D,S1,-0.000109668701178895,-0.000109668701178895
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,A1-A3,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,A4,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,A5,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,C1,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,C2,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,C2,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,C3,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,C3,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,C4,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,D,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Components for re-use (CRU),CRU,kg,D,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,A1-A3,,301.371610860483,301.371610860483
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,A4,,0.275912953048023,0.275912953048023
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,A5,,0.00075059250234704,0.00075059250234704
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,C1,,0.00680417486405927,0.00680417486405927
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,C2,S0,0.236429265679537,0.236429265679537
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,C2,S1,0.236429265679537,0.236429265679537
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,C3,S0,1801.04001737461,1801.04001737461
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,C3,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,C4,S1,0.332299451535983,0.332299451535983
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,D,S0,-1.2685929458881,-1.2685929458881
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for recycling (MFR),MFR,kg,D,S1,-1.2685929458881,-1.2685929458881
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,A1-A3,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,A4,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,A5,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,C1,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,C2,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,C2,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,C3,S0,1.47,1.47
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,C3,S1,1.47,1.47
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,C4,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,D,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Materials for energy recovery (MER),MER,kg,D,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,A1-A3,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,A4,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,A5,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,C1,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,C2,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,C2,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,C3,S0,3.58679964132,3.58679964132
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,C3,S1,3.58679964132,3.58679964132
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,C4,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,D,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported electrical energy (EEE),EEE,MJ,D,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,A1-A3,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,A4,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,A5,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,C1,,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,C2,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,C2,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,C3,S0,7.173528264,7.173528264
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,C3,S1,7.173528264,7.173528264
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,C4,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,C4,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,D,S0,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,exchange,Exported thermal energy (EET),EET,MJ,D,S1,0.0,0.0
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,lcia,Global Warming Potential total (GWP-total),GWP-total,kg CO_(2)-Äq.,A1-A3,,39.9346665238151,39.9346665238151
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,lcia,Global Warming Potential total (GWP-total),GWP-total,kg CO_(2)-Äq.,A4,,21.8514270698101,21.8514270698101
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,lcia,Global Warming Potential total (GWP-total),GWP-total,kg CO_(2)-Äq.,A5,,4.40022998131841,4.40022998131841
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,lcia,Global Warming Potential total (GWP-total),GWP-total,kg CO_(2)-Äq.,C1,,0.582143608643575,0.582143608643575
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,lcia,Global Warming Potential total (GWP-total),GWP-total,kg CO_(2)-Äq.,C2,S0,18.7244447898972,18.7244447898972
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,lcia,Global Warming Potential total (GWP-total),GWP-total,kg CO_(2)-Äq.,C2,S1,18.7244447898972,18.7244447898972
