key,uuid,kind,indicator_label,code,unit,module,scenario,value,value_per_declared_unit
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable primary energy as energy carrier (PENRE),PENRE,MJ,D,,-41.7277173449348,-41.7277173449348
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable primary energy resources used as raw materials (PENRM),PENRM,MJ,A1-A3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable primary energy resources used as raw materials (PENRM),PENRM,MJ,C1,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable primary energy resources used as raw materials (PENRM),PENRM,MJ,C2,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable primary energy resources used as raw materials (PENRM),PENRM,MJ,C3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable primary energy resources used as raw materials (PENRM),PENRM,MJ,D,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Total use of non renewable primary energy resource (PENRT),PENRT,MJ,A1-A3,,1130.44447445066,1130.44447445066
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Total use of non renewable primary energy resource (PENRT),PENRT,MJ,C1,,7.72755123177983,7.72755123177983
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Total use of non renewable primary energy resource (PENRT),PENRT,MJ,C2,,109.18878108703,109.18878108703
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Total use of non renewable primary energy resource (PENRT),PENRT,MJ,C3,,213.659193381143,213.659193381143
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Total use of non renewable primary energy resource (PENRT),PENRT,MJ,D,,-41.7277173449348,-41.7277173449348
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of secondary material (SM),SM,kg,A1-A3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of secondary material (SM),SM,kg,C1,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of secondary material (SM),SM,kg,C2,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of secondary material (SM),SM,kg,C3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of secondary material (SM),SM,kg,D,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of renewable secondary fuels (SF),RSF,MJ,A1-A3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of renewable secondary fuels (SF),RSF,MJ,C1,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of renewable secondary fuels (SF),RSF,MJ,C2,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of renewable secondary fuels (SF),RSF,MJ,C3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of renewable secondary fuels (SF),RSF,MJ,D,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,A1-A3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,C1,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,C2,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,C3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Use of non renewable secondary fuels (NRSF),NRSF,MJ,D,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Net use of fresh water (FW),FW,m3,A1-A3,,0.491514928530712,0.491514928530712
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Net use of fresh water (FW),FW,m3,C1,,0.000797387867165249,0.000797387867165249
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Net use of fresh water (FW),FW,m3,C2,,0.0112887383775259,0.0112887383775259
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Net use of fresh water (FW),FW,m3,C3,,0.059303162849848,0.059303162849848
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Net use of fresh water (FW),FW,m3,D,,-0.0079903755847831,-0.0079903755847831
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Hazardous waste disposed (HWD),HWD,kg,A1-A3,,9.40531297813953e-07,9.40531297813953e-07
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Hazardous waste disposed (HWD),HWD,kg,C1,,3.29134096840053e-10,3.29134096840053e-10
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Hazardous waste disposed (HWD),HWD,kg,C2,,5.3157578931664e-09,5.3157578931664e-09
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Hazardous waste disposed (HWD),HWD,kg,C3,,4.9345714942151e-08,4.9345714942151e-08
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Hazardous waste disposed (HWD),HWD,kg,D,,-3.21165016332281e-08,-3.21165016332281e-08
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Non harzardous waste disposed (NHWD),NHWD,kg,A1-A3,,84.566909441703,84.566909441703
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Non harzardous waste disposed (NHWD),NHWD,kg,C1,,0.00127957407669658,0.00127957407669658
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Non harzardous waste disposed (NHWD),NHWD,kg,C2,,0.0184613607352411,0.0184613607352411
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Non harzardous waste disposed (NHWD),NHWD,kg,C3,,534.042407577635,534.042407577635
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Non harzardous waste disposed (NHWD),NHWD,kg,D,,-27.5573360766714,-27.5573360766714
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Radioactive waste disposed (RWD),RWD,kg,A1-A3,,0.0247689940941092,0.0247689940941092
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Radioactive waste disposed (RWD),RWD,kg,C1,,1.04331163246329e-05,1.04331163246329e-05
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Radioactive waste disposed (RWD),RWD,kg,C2,,0.000173792317909503,0.000173792317909503
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Radioactive waste disposed (RWD),RWD,kg,C3,,0.00193642908986422,0.00193642908986422
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Radioactive waste disposed (RWD),RWD,kg,D,,-0.00124326256418477,-0.00124326256418477
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Components for re-use (CRU),CRU,kg,A1-A3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Components for re-use (CRU),CRU,kg,C1,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Components for re-use (CRU),CRU,kg,C2,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Components for re-use (CRU),CRU,kg,C3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Components for re-use (CRU),CRU,kg,D,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Materials for recycling  (MFR),MFR,kg,A1-A3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Materials for recycling  (MFR),MFR,kg,C1,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Materials for recycling  (MFR),MFR,kg,C2,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Materials for recycling  (MFR),MFR,kg,C3,,1455.0,1455.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Materials for recycling  (MFR),MFR,kg,D,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Materials for energy recovery (MER),MER,kg,A1-A3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Materials for energy recovery (MER),MER,kg,C1,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Materials for energy recovery (MER),MER,kg,C2,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Materials for energy recovery (MER),MER,kg,C3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Materials for energy recovery (MER),MER,kg,D,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Exported electrical energy (EEE),EEE,MJ,A1-A3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Exported electrical energy (EEE),EEE,MJ,C1,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Exported electrical energy (EEE),EEE,MJ,C2,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Exported electrical energy (EEE),EEE,MJ,C3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Exported electrical energy (EEE),EEE,MJ,D,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Exported thermal energy (EET),EET,MJ,A1-A3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Exported thermal energy (EET),EET,MJ,C1,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Exported thermal energy (EET),EET,MJ,C2,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Exported thermal energy (EET),EET,MJ,C3,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,exchange,Exported thermal energy (EET),EET,MJ,D,,0.0,0.0
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change,GWP-total,kg CO2 eq.,A1-A3,,229.039357800164,229.039357800164
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change,GWP-total,kg CO2 eq.,C1,,0.604279315091315,0.604279315091315
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change,GWP-total,kg CO2 eq.,C2,,8.52018160023269,8.52018160023269
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change,GWP-total,kg CO2 eq.,C3,,14.2070957815921,14.2070957815921
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change,GWP-total,kg CO2 eq.,D,,-3.14454291379039,-3.14454291379039
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Fossil,GWP-fossil,kg CO2 eq.,A1-A3,,229.075372217442,229.075372217442
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Fossil,GWP-fossil,kg CO2 eq.,C1,,0.589025779479246,0.589025779479246
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Fossil,GWP-fossil,kg CO2 eq.,C2,,8.31697967690909,8.31697967690909
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Fossil,GWP-fossil,kg CO2 eq.,C3,,14.0063700197028,14.0063700197028
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Fossil,GWP-fossil,kg CO2 eq.,D,,-3.15555502476827,-3.15555502476827
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Biogenic,GWP-biogenic,kg CO2 eq.,A1-A3,,-0.653812491034504,-0.653812491034504
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Biogenic,GWP-biogenic,kg CO2 eq.,C1,,0.00385063517097385,0.00385063517097385
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Biogenic,GWP-biogenic,kg CO2 eq.,C2,,0.0432521753396837,0.0432521753396837
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Biogenic,GWP-biogenic,kg CO2 eq.,C3,,0.0626399614180086,0.0626399614180086
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Biogenic,GWP-biogenic,kg CO2 eq.,D,,0.048783230687761,0.048783230687761
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Land use and land use change,GWP-luluc,kg CO2 eq.,A1-A3,,0.617798073755794,0.617798073755794
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Land use and land use change,GWP-luluc,kg CO2 eq.,C1,,0.0114029004410951,0.0114029004410951
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Land use and land use change,GWP-luluc,kg CO2 eq.,C2,,0.159949747983912,0.159949747983912
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Land use and land use change,GWP-luluc,kg CO2 eq.,C3,,0.138085800471323,0.138085800471323
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Climate change-Land use and land use change,GWP-luluc,kg CO2 eq.,D,,-0.0377711197098874,-0.0377711197098874
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Depletion potenzial of the stratospheric ozone layer (ODP),ODP,kg CFC-11 eq.,A1-A3,,1.07149038051353e-09,1.07149038051353e-09
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Depletion potenzial of the stratospheric ozone layer (ODP),ODP,kg CFC-11 eq.,C1,,1.38518059342135e-13,1.38518059342135e-13
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Depletion potenzial of the stratospheric ozone layer (ODP),ODP,kg CFC-11 eq.,C2,,2.62597251228238e-12,2.62597251228238e-12
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Depletion potenzial of the stratospheric ozone layer (ODP),ODP,kg CFC-11 eq.,C3,,4.03895492031071e-11,4.03895492031071e-11
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Depletion potenzial of the stratospheric ozone layer (ODP),ODP,kg CFC-11 eq.,D,,-2.84754748452977e-11,-2.84754748452977e-11
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Acidifcation potential, Accumulated Exceedance (AP)",AP,Mole of H+ eq.,A1-A3,,0.239619124670523,0.239619124670523
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Acidifcation potential, Accumulated Exceedance (AP)",AP,Mole of H+ eq.,C1,,0.00796447656581431,0.00796447656581431
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Acidifcation potential, Accumulated Exceedance (AP)",AP,Mole of H+ eq.,C2,,0.0109778570025694,0.0109778570025694
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Acidifcation potential, Accumulated Exceedance (AP)",AP,Mole of H+ eq.,C3,,0.0858032054556191,0.0858032054556191
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Acidifcation potential, Accumulated Exceedance (AP)",AP,Mole of H+ eq.,D,,-0.0128066206370038,-0.0128066206370038
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Eutrophication, freshwater",EP-freshwater,kg P eq.,A1-A3,,0.000267380171099351,0.000267380171099351
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Eutrophication, freshwater",EP-freshwater,kg P eq.,C1,,1.59887224914934e-06,1.59887224914934e-06
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Eutrophication, freshwater",EP-freshwater,kg P eq.,C2,,2.26454603306601e-05,2.26454603306601e-05
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Eutrophication, freshwater",EP-freshwater,kg P eq.,C3,,3.50362088447977e-05,3.50362088447977e-05
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Eutrophication, freshwater",EP-freshwater,kg P eq.,D,,-1.12730823629023e-05,-1.12730823629023e-05
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Eutrophication marine,EP-marine,kg N eq.,A1-A3,,0.0762134913160691,0.0762134913160691
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Eutrophication marine,EP-marine,kg N eq.,C1,,0.00361684319362151,0.00361684319362151
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Eutrophication marine,EP-marine,kg N eq.,C2,,0.00388939860571988,0.00388939860571988
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Eutrophication marine,EP-marine,kg N eq.,C3,,0.028079970438292,0.028079970438292
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Eutrophication marine,EP-marine,kg N eq.,D,,-0.00528221433550993,-0.00528221433550993
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Eutrophication, terrestrial",EP-terrestrial,Mole of N eq.,A1-A3,,0.846368980254977,0.846368980254977
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Eutrophication, terrestrial",EP-terrestrial,Mole of N eq.,C1,,0.0398552581708613,0.0398552581708613
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Eutrophication, terrestrial",EP-terrestrial,Mole of N eq.,C2,,0.0472578741440113,0.0472578741440113
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Eutrophication, terrestrial",EP-terrestrial,Mole of N eq.,C3,,0.310140753609584,0.310140753609584
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Eutrophication, terrestrial",EP-terrestrial,Mole of N eq.,D,,-0.0584339007620391,-0.0584339007620391
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Photochemical Ozone Creation Potential  (POCP),POCP,kg NMVOC eq.,A1-A3,,0.211659903366372,0.211659903366372
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Photochemical Ozone Creation Potential  (POCP),POCP,kg NMVOC eq.,C1,,0.0108851189869507,0.0108851189869507
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Photochemical Ozone Creation Potential  (POCP),POCP,kg NMVOC eq.,C2,,0.0106576144861096,0.0106576144861096
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Photochemical Ozone Creation Potential  (POCP),POCP,kg NMVOC eq.,C3,,0.0818555262857259,0.0818555262857259
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Photochemical Ozone Creation Potential  (POCP),POCP,kg NMVOC eq.,D,,-0.012038409867129,-0.012038409867129
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Resource use, minerals and metals",ADP-minerals&metals,kg Sb eq.,A1-A3,,9.72719079384891e-05,9.72719079384891e-05
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Resource use, minerals and metals",ADP-minerals&metals,kg Sb eq.,C1,,1.00350715237407e-07,1.00350715237407e-07
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Resource use, minerals and metals",ADP-minerals&metals,kg Sb eq.,C2,,1.41119811534939e-06,1.41119811534939e-06
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Resource use, minerals and metals",ADP-minerals&metals,kg Sb eq.,C3,,7.13165999766313e-06,7.13165999766313e-06
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Resource use, minerals and metals",ADP-minerals&metals,kg Sb eq.,D,,-5.09467750484619e-07,-5.09467750484619e-07
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Resource use, fossils",ADP-fossil,MJ,A1-A3,,1130.42871478339,1130.42871478339
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Resource use, fossils",ADP-fossil,MJ,C1,,7.72741741685175,7.72741741685175
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Resource use, fossils",ADP-fossil,MJ,C2,,109.186900243984,109.186900243984
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Resource use, fossils",ADP-fossil,MJ,C3,,213.656413833741,213.656413833741
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"Resource use, fossils",ADP-fossil,MJ,D,,-41.7270261814145,-41.7270261814145
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Water use,WDP,m³ world equiv.,A1-A3,,13.3132427810568,13.3132427810568
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Water use,WDP,m³ world equiv.,C1,,0.0041862886564313,0.0041862886564313
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Water use,WDP,m³ world equiv.,C2,,0.0596033804252139,0.0596033804252139
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Water use,WDP,m³ world equiv.,C3,,1.91786543899921,1.91786543899921
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,Water use,WDP,m³ world equiv.,D,,-0.0900005324754346,-0.0900005324754346
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"RMI, total",,kg,A1-A3,,2257.4834646763,2257.4834646763
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"RMI, total",,kg,C1,,0.22580487953003,0.22580487953003
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"RMI, total",,kg,C2,,3.189663600086,3.189663600086
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"RMI, total",,kg,C3,,65.954120972179,65.954120972179
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"RMI, total",,kg,D,,-1355.1542876497,-1355.1542876497
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"RMI, biotic subtotal",,kg,A1-A3,,4.32893309673011,4.32893309673011
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"RMI, biotic subtotal",,kg,C1,,0.0267002155995815,0.0267002155995815
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"RMI, biotic subtotal",,kg,C2,,0.376486755849858,0.376486755849858
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"RMI, biotic subtotal",,kg,C3,,0.428954850996651,0.428954850996651
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,"RMI, biotic subtotal",,kg,D,,-0.180859907603846,-0.180859907603846
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,RMI forestry,,kg,A1-A3,,0.509658150159582,0.509658150159582
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,RMI forestry,,kg,C1,,7.42546799832818e-05,7.42546799832818e-05
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,RMI forestry,,kg,C2,,0.00147513051250431,0.00147513051250431
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,RMI forestry,,kg,C3,,0.0260997479108207,0.0260997479108207
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,RMI forestry,,kg,D,,-0.0168491065404039,-0.0168491065404039
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,RMI agriculture,,kg,A1-A3,,3.81927494657053,3.81927494657053
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,RMI agriculture,,kg,C1,,0.0266259609195982,0.0266259609195982
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,RMI agriculture,,kg,C2,,0.375011625337353,0.375011625337353
concrete_masonry_brick_2000,2cdcffc6-84e9-4238-b8af-beebabea9a2d,lcia,RMI agriculture,,kg,C3,,0.40285510308583,0.40285510308583
